מוסד,רשות,סוג פיקוח,מחוז,מגזר,מפקח,מנהל,כיתה,מקבילה,סוג חינוך כיתה,פוטנציאל תלמידים,קורסים שנפתחו,תלמידים רשומים לקורס,אחוז תלמידים רשומים לקורס,תלמידים שנכנסו לקורס,אחוז תלמידים שנכנסו לקורס,תלמידים שביצעו משימה אחת לפחות,אחוז תלמידים שביצעו משימה אחת לפחות
140665- אולפנא לבנות,קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שילה דגנית הלוי,ז,4,מיוחד,11,1,10,91%,9,82%,8,73%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,1,רגיל,34,1,33,97%,33,97%,30,88%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,4,רגיל,31,1,30,97%,28,90%,26,84%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,5,רגיל,33,1,33,100%,29,88%,28,85%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,3,רגיל,31,1,25,81%,25,81%,23,74%
"140723- מקיף ע""ש זיו",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורן לאלו,ז,2,רגיל,33,1,26,79%,25,76%,25,76%
140731- מקיף גילה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אייל רייכמן,ז,1,רגיל,19,1,19,100%,19,100%,19,100%
140731- מקיף גילה,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אייל רייכמן,ז,2,רגיל,27,1,27,100%,22,81%,22,81%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,1,רגיל,31,1,27,87%,27,87%,26,84%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,2,רגיל,27,1,16,59%,14,52%,14,52%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,3,רגיל,27,1,13,48%,12,44%,12,44%
140806- תיכון לאומנויות,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תומר בליטי דגן,ז,6,מיוחד,7,1,3,43%,3,43%,3,43%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,4,רגיל,30,1,30,100%,27,90%,27,90%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,3,רגיל,32,1,32,100%,26,81%,26,81%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,7,רגיל,30,1,27,90%,22,73%,22,73%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,1,רגיל,35,1,33,94%,25,71%,25,71%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,6,רגיל,35,1,28,80%,21,60%,20,57%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,2,רגיל,33,1,32,97%,18,55%,17,52%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,5,רגיל,26,1,24,92%,14,54%,14,54%
"140855- חט""ב מבשרת",מבשרת ציון,ממלכתי,ירושלים,יהודי,ציפי יעקב,גליה שניידר,ז,8,רגיל,30,1,24,80%,13,43%,12,40%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,4,רגיל,33,1,33,100%,33,100%,33,100%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,1,רגיל,30,1,30,100%,29,97%,29,97%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,3,רגיל,34,1,34,100%,28,82%,22,65%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,2,רגיל,32,1,31,97%,22,69%,21,66%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,5,רגיל,31,1,31,100%,21,68%,17,55%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,8,מיוחד,6,1,6,100%,3,50%,3,50%
140863- עמל דקל וילנאי,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,דינה זייצב,ז,6,מיוחד,12,1,12,100%,2,17%,1,8%
140871- תיכון גבעת גונן,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אוהד הופמן,ז,1,רגיל,22,1,22,100%,17,77%,16,73%
140871- תיכון גבעת גונן,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אוהד הופמן,ז,2,רגיל,30,1,24,80%,19,63%,18,60%
"140889- חט""ב בנים קרית ארבע",קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,מנחם סעדיה,ז,4,רגיל,29,1,28,97%,28,97%,28,97%
"140889- חט""ב בנים קרית ארבע",קרית ארבע,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,מנחם סעדיה,ז,1,רגיל,31,1,29,94%,28,90%,28,90%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,3,רגיל,27,1,9,33%,3,11%,1,4%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,1,רגיל,34,1,7,21%,2,6%,2,6%
"140939- ישיבת בנ""ע מטה בנימין",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,נסים ניצן ימין,ז,5,מיוחד,6,1,1,17%,0,0%,0,0%
140962- עירוני מסורתי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יאיר אלברטון,ז,4,מיוחד,7,1,7,100%,7,100%,7,100%
140962- עירוני מסורתי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יאיר אלברטון,ז,2,רגיל,21,1,21,100%,20,95%,19,90%
140962- עירוני מסורתי,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,יאיר אלברטון,ז,1,רגיל,22,1,21,95%,20,91%,20,91%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,1,רגיל,29,1,29,100%,28,97%,27,93%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,5,רגיל,29,1,29,100%,27,93%,23,79%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,4,רגיל,30,1,30,100%,27,90%,27,90%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,3,מיוחד,7,1,6,86%,6,86%,6,86%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,2,רגיל,30,1,30,100%,21,70%,20,67%
140970- אולפנא עופרה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,אביה זאב ששר,ז,6,מיוחד,6,1,6,100%,4,67%,3,50%
"141002- חט""ב יצחק רבין",גבעת זאב,ממלכתי,ירושלים,יהודי,ציפי יעקב,מזל רחל שמש,ז,1,רגיל,27,1,27,100%,24,89%,24,89%
141010- חטב מכללת אורט גבעת רם ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל דלאל,ז,1,רגיל,28,1,28,100%,27,96%,27,96%
141010- חטב מכללת אורט גבעת רם ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל דלאל,ז,2,רגיל,29,1,29,100%,27,93%,27,93%
141010- חטב מכללת אורט גבעת רם ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל דלאל,ז,3,מיוחד,10,1,2,20%,1,10%,1,10%
141168- תורני לבנות ב.שולמית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אמיתי יצחק שחור,ז,1,רגיל,36,1,20,56%,19,53%,17,47%
141176- אולפנת צביה מ. אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה נריה ירושלים,ז,1,רגיל,30,1,30,100%,23,77%,23,77%
141176- אולפנת צביה מ. אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה נריה ירושלים,ז,2,רגיל,34,1,34,100%,25,74%,24,71%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,1,רגיל,24,1,24,100%,24,100%,24,100%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,2,מיוחד,15,1,15,100%,15,100%,15,100%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,3,רגיל,19,1,19,100%,17,89%,17,89%
141309- עירוני פסגת זאב,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,סוניה רפאלי,ז,4,רגיל,19,1,16,84%,14,74%,14,74%
141390- מדרשיית עלמא אמונה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,הדס גודמן,ז,1,רגיל,29,1,28,97%,18,62%,14,48%
141390- מדרשיית עלמא אמונה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,הדס גודמן,ז,3,רגיל,32,1,31,97%,19,59%,15,47%
141390- מדרשיית עלמא אמונה,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,הדס גודמן,ז,2,רגיל,30,1,30,100%,12,40%,8,27%
141499- אור תורה סטון לבנים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יהונתן יפת,ז,5,רגיל,24,1,23,96%,19,79%,19,79%
141499- אור תורה סטון לבנים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יהונתן יפת,ז,1,רגיל,17,1,11,65%,9,53%,9,53%
141499- אור תורה סטון לבנים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,יהונתן יפת,ז,3,מיוחד,5,1,5,100%,2,40%,0,0%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,3,רגיל,34,1,34,100%,34,100%,33,97%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,2,רגיל,32,1,32,100%,32,100%,32,100%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,4,רגיל,32,1,32,100%,30,94%,29,91%
141549- אור תורה סטון לבנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,חנה עסיס,ז,1,רגיל,33,1,33,100%,9,27%,2,6%
141754- ישיבה תיכ' תורה ומדע,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,רפאל עמיחי בובליל,ז,1,רגיל,33,1,33,100%,33,100%,33,100%
143404- אהל שילה בנים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,רפאל ממן,ז,1,רגיל,30,1,15,50%,15,50%,15,50%
143404- אהל שילה בנים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,רפאל ממן,ז,2,רגיל,28,1,11,39%,11,39%,11,39%
144097- המרכז הישראלי למצוינות בחינוך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,נועה שפי,ז,1,רגיל,28,1,28,100%,28,100%,28,100%
144097- המרכז הישראלי למצוינות בחינוך,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,נועה שפי,ז,2,רגיל,28,1,28,100%,28,100%,28,100%
144220- תורני נסויי הרטמן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,שאול דוד,ז,1,רגיל,31,1,31,100%,30,97%,29,94%
144220- תורני נסויי הרטמן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,שאול דוד,ז,2,רגיל,29,1,29,100%,25,86%,22,76%
144220- תורני נסויי הרטמן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,שאול דוד,ז,3,מיוחד,7,1,2,29%,2,29%,2,29%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,4,רגיל,34,1,34,100%,34,100%,34,100%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,5,רגיל,34,1,34,100%,34,100%,34,100%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,3,רגיל,33,1,33,100%,33,100%,33,100%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,1,רגיל,31,1,31,100%,31,100%,31,100%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,2,רגיל,33,1,33,100%,32,97%,32,97%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,6,מיוחד,9,1,5,56%,5,56%,5,56%
144329- תיכון מכבים רעות,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רוני אהרון פולט,ז,7,מיוחד,7,1,2,29%,2,29%,2,29%
144428- ישיבת צביה מ.אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,יוסף מנחם פרנקל,ז,3,רגיל,30,1,30,100%,27,90%,27,90%
144428- ישיבת צביה מ.אדומים,מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,יוסף מנחם פרנקל,ז,2,רגיל,29,1,29,100%,26,90%,26,90%
144592- קדמה ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,מיכל חדאד,ז,1,רגיל,18,1,17,94%,13,72%,13,72%
144600- ישיבה שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,תומר זאבי,ז,1,רגיל,29,1,29,100%,28,97%,28,97%
144600- ישיבה שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,תומר זאבי,ז,3,רגיל,26,1,26,100%,22,85%,20,77%
144600- ישיבה שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,תומר זאבי,ז,4,רגיל,25,1,25,100%,20,80%,19,76%
144626- תבל גבעה צרפתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,נחמה נשי נפתלי,ז,1,רגיל,28,1,28,100%,22,79%,21,75%
144626- תבל גבעה צרפתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,נחמה נשי נפתלי,ז,2,מיוחד,4,1,4,100%,2,50%,2,50%
"144675- ע""ש יצחק רבין עי""ס",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רבקה ריקי נגרי,ז,5,רגיל,37,1,37,100%,37,100%,37,100%
"144675- ע""ש יצחק רבין עי""ס",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רבקה ריקי נגרי,ז,6,רגיל,37,1,37,100%,37,100%,37,100%
"144675- ע""ש יצחק רבין עי""ס",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רבקה ריקי נגרי,ז,2,רגיל,35,1,35,100%,35,100%,35,100%
"144675- ע""ש יצחק רבין עי""ס",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רבקה ריקי נגרי,ז,4,רגיל,35,1,35,100%,35,100%,34,97%
"144675- ע""ש יצחק רבין עי""ס",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רבקה ריקי נגרי,ז,1,רגיל,38,1,38,100%,37,97%,37,97%
"144675- ע""ש יצחק רבין עי""ס",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,רבקה ריקי נגרי,ז,3,מיוחד,16,1,1,6%,1,6%,1,6%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,6,רגיל,40,1,40,100%,40,100%,40,100%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,1,רגיל,38,1,38,100%,38,100%,38,100%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,4,רגיל,36,1,36,100%,36,100%,36,100%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,5,רגיל,40,1,40,100%,39,98%,39,98%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,7,רגיל,27,1,27,100%,26,96%,26,96%
144683- עירוני א',מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר שלומי,ז,2,רגיל,40,1,40,100%,38,95%,37,93%
144691- ישיבת נעם,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אבישי סגל,ז,3,רגיל,23,1,1,4%,1,4%,1,4%
144691- ישיבת נעם,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אבישי סגל,ז,4,מיוחד,7,1,1,14%,0,0%,0,0%
144691- ישיבת נעם,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אבישי סגל,ז,1,רגיל,25,1,1,4%,0,0%,0,0%
144691- ישיבת נעם,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,אבישי סגל,ז,2,רגיל,25,1,1,4%,0,0%,0,0%
"144717- אולפנת בנ""ע אורות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,סגלית נחום,ז,1,רגיל,30,1,28,93%,26,87%,22,73%
"144717- אולפנת בנ""ע אורות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,סגלית נחום,ז,5,רגיל,27,1,26,96%,22,81%,19,70%
"144717- אולפנת בנ""ע אורות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,סגלית נחום,ז,4,רגיל,30,1,30,100%,12,40%,11,37%
"144717- אולפנת בנ""ע אורות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,סגלית נחום,ז,2,רגיל,30,1,30,100%,8,27%,8,27%
"144741- ע""ש רא""ל מרדכי גור",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שרית סנואני,ז,1,רגיל,36,1,36,100%,36,100%,36,100%
"144741- ע""ש רא""ל מרדכי גור",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שרית סנואני,ז,5,רגיל,32,1,32,100%,32,100%,31,97%
"144741- ע""ש רא""ל מרדכי גור",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שרית סנואני,ז,6,רגיל,35,1,35,100%,34,97%,34,97%
"144741- ע""ש רא""ל מרדכי גור",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שרית סנואני,ז,4,רגיל,33,1,33,100%,32,97%,32,97%
"144741- ע""ש רא""ל מרדכי גור",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שרית סנואני,ז,2,רגיל,34,1,34,100%,30,88%,29,85%
"144741- ע""ש רא""ל מרדכי גור",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שרית סנואני,ז,3,מיוחד,14,1,1,7%,1,7%,1,7%
"144758- ישיבת בנ""ע פסגת זאב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,רענן-יוסף שרמן,ז,1,רגיל,33,1,22,67%,19,58%,19,58%
"144758- ישיבת בנ""ע פסגת זאב",ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,רענן-יוסף שרמן,ז,2,מיוחד,12,1,12,100%,0,0%,0,0%
"144766- ישיבת בנ""ע נר תמיד חשמונאים",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,איתמר ליברמן,ז,3,רגיל,36,1,34,94%,34,94%,33,92%
"144766- ישיבת בנ""ע נר תמיד חשמונאים",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,איתמר ליברמן,ז,1,רגיל,27,1,20,74%,17,63%,16,59%
"144766- ישיבת בנ""ע נר תמיד חשמונאים",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,איתמר ליברמן,ז,4,רגיל,24,1,18,75%,15,63%,11,46%
"144766- ישיבת בנ""ע נר תמיד חשמונאים",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,איתמר ליברמן,ז,2,מיוחד,15,1,10,67%,0,0%,0,0%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,4,רגיל,32,1,31,97%,31,97%,31,97%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,3,רגיל,34,1,34,100%,28,82%,27,79%
148056- תיכון בית צפאפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,האשם בדר,ז,7,רגיל,28,1,28,100%,1,4%,0,0%
148080- מקיף אבו גוש,אבו גוש,ממלכתי,ירושלים,ערבי,ציפי יעקב,ווגיהה איברהים,ז,3,רגיל,29,1,29,100%,29,100%,29,100%
148080- מקיף אבו גוש,אבו גוש,ממלכתי,ירושלים,ערבי,ציפי יעקב,ווגיהה איברהים,ז,1,רגיל,20,1,20,100%,19,95%,19,95%
148080- מקיף אבו גוש,אבו גוש,ממלכתי,ירושלים,ערבי,ציפי יעקב,ווגיהה איברהים,ז,2,רגיל,23,1,23,100%,20,87%,19,83%
148080- מקיף אבו גוש,אבו גוש,ממלכתי,ירושלים,ערבי,ציפי יעקב,ווגיהה איברהים,ז,5,מיוחד,6,1,6,100%,1,17%,1,17%
148155- תיכון שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נאדר נירוך,ז,2,רגיל,34,1,34,100%,34,100%,34,100%
148155- תיכון שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נאדר נירוך,ז,4,רגיל,34,1,34,100%,34,100%,34,100%
148155- תיכון שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נאדר נירוך,ז,3,רגיל,33,1,33,100%,33,100%,33,100%
148155- תיכון שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נאדר נירוך,ז,1,רגיל,32,1,32,100%,32,100%,32,100%
148155- תיכון שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נאדר נירוך,ז,5,רגיל,27,1,27,100%,27,100%,27,100%
148155- תיכון שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נאדר נירוך,ז,6,רגיל,32,1,30,94%,29,91%,28,88%
148197- מקיף בית חנינה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מגדי עוויסאת,ז,3,רגיל,30,1,2,7%,0,0%,0,0%
148197- מקיף בית חנינה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מגדי עוויסאת,ז,4,רגיל,32,1,1,3%,0,0%,0,0%
148247- מקיף שש שנתי אלטור לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מוחמד דעיס,ז,2,רגיל,26,1,26,100%,25,96%,22,85%
148247- מקיף שש שנתי אלטור לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מוחמד דעיס,ז,1,רגיל,21,1,21,100%,17,81%,17,81%
148247- מקיף שש שנתי אלטור לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מוחמד דעיס,ז,4,רגיל,28,1,1,4%,1,4%,1,4%
148247- מקיף שש שנתי אלטור לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מוחמד דעיס,ז,5,רגיל,30,1,29,97%,0,0%,0,0%
148247- מקיף שש שנתי אלטור לבנים,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מוחמד דעיס,ז,3,רגיל,28,1,27,96%,0,0%,0,0%
148254- שועפט בנות ב',ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מיסון חלאק,ז,2,רגיל,34,1,29,85%,24,71%,23,68%
148254- שועפט בנות ב',ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מיסון חלאק,ז,3,רגיל,31,1,1,3%,0,0%,0,0%
148262- אלעלא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,סלאם עיד,ז,1,רגיל,25,1,1,4%,0,0%,0,0%
148288- כפר עקב,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אוסאמה טוטח,ז,3,רגיל,36,1,5,14%,2,6%,2,6%
148288- כפר עקב,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אוסאמה טוטח,ז,1,רגיל,37,1,8,22%,2,5%,0,0%
160242- מקיף קשת,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורית צילה סומר,ז,2,רגיל,31,1,31,100%,27,87%,27,87%
160242- מקיף קשת,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,אורית צילה סומר,ז,1,רגיל,32,1,32,100%,22,69%,21,66%
160259- ליבי,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,ענבל ישראלי,ז,2,רגיל,24,1,23,96%,22,92%,20,83%
