מוסד,רשות,סוג פיקוח,מחוז,מגזר,מפקח,מנהל,כיתה,מקבילה,סוג חינוך כיתה,פוטנציאל תלמידים,קורסים שנפתחו,תלמידים רשומים לקורס,אחוז תלמידים רשומים לקורס,תלמידים שנכנסו לקורס,אחוז תלמידים שנכנסו לקורס,תלמידים שביצעו משימה אחת לפחות,אחוז תלמידים שביצעו משימה אחת לפחות
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,1,רגיל,36,1,36,100%,0,0%,0,0%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,5,מיוחד,9,1,9,100%,0,0%,0,0%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,1,רגיל,23,1,22,96%,22,96%,22,96%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,2,רגיל,27,1,27,100%,23,85%,23,85%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,3,רגיל,26,1,25,96%,22,85%,22,85%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,4,מיוחד,14,1,14,100%,0,0%,0,0%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,6,רגיל,37,1,37,100%,37,100%,36,97%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,5,רגיל,36,1,36,100%,34,94%,31,86%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,1,רגיל,33,1,32,97%,31,94%,31,94%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,3,רגיל,26,1,26,100%,23,88%,23,88%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,4,מיוחד,11,1,11,100%,8,73%,6,55%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,2,רגיל,30,1,30,100%,21,70%,21,70%
178137- אמירה בסמא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,שירין סעיד,ז,1,רגיל,23,1,22,96%,0,0%,0,0%
178137- אמירה בסמא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,שירין סעיד,ז,2,רגיל,5,1,1,20%,0,0%,0,0%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,3,רגיל,32,1,32,100%,32,100%,32,100%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,4,רגיל,30,1,30,100%,30,100%,30,100%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,6,רגיל,30,1,30,100%,30,100%,30,100%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,2,רגיל,28,1,28,100%,28,100%,28,100%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,5,רגיל,24,1,24,100%,24,100%,24,100%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,1,רגיל,26,1,26,100%,25,96%,25,96%
179754- כפר עקב חדש,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,ז,1,רגיל,31,1,31,100%,31,100%,31,100%
179754- כפר עקב חדש,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,ז,3,רגיל,28,1,28,100%,28,100%,28,100%
179754- כפר עקב חדש,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,ז,2,רגיל,26,1,26,100%,26,100%,26,100%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,4,רגיל,26,1,26,100%,26,100%,26,100%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,5,רגיל,23,1,23,100%,22,96%,22,96%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,1,רגיל,25,1,25,100%,23,92%,22,88%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,3,רגיל,25,1,25,100%,23,92%,23,92%
"188086- דמוקרטי ע""ש נדב",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,טל כהן,מירב ניר הוד,ז,1,רגיל,34,1,4,12%,0,0%,0,0%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,4,רגיל,24,1,24,100%,24,100%,24,100%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,3,רגיל,33,1,33,100%,31,94%,31,94%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,2,רגיל,32,1,32,100%,30,94%,30,94%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,1,רגיל,31,1,31,100%,29,94%,29,94%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,5,רגיל,33,1,33,100%,29,88%,29,88%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,3,רגיל,23,1,23,100%,23,100%,23,100%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,1,רגיל,28,1,28,100%,27,96%,27,96%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,5,רגיל,26,1,25,96%,25,96%,22,85%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,2,רגיל,29,1,29,100%,27,93%,27,93%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,4,רגיל,27,1,27,100%,24,89%,22,81%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,6,מיוחד,15,1,1,7%,0,0%,0,0%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,3,רגיל,34,1,34,100%,26,76%,25,74%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,1,רגיל,32,1,32,100%,22,69%,22,69%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,2,מיוחד,11,1,11,100%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,1,רגיל,25,1,1,4%,0,0%,0,0%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,1,רגיל,26,1,26,100%,26,100%,26,100%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,3,רגיל,24,1,24,100%,24,100%,24,100%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,2,רגיל,23,1,21,91%,21,91%,21,91%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,4,רגיל,31,1,29,94%,25,81%,25,81%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,3,רגיל,33,1,33,100%,30,91%,30,91%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,4,רגיל,34,1,33,97%,27,79%,27,79%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,2,רגיל,35,1,34,97%,25,71%,25,71%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,1,רגיל,34,1,33,97%,24,71%,24,71%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,3,רגיל,30,1,30,100%,24,80%,24,80%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,2,רגיל,30,1,1,3%,0,0%,0,0%
239871- סמהר לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,ז,2,רגיל,39,1,39,100%,36,92%,36,92%
239871- סמהר לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,ז,3,רגיל,29,1,29,100%,24,83%,24,83%
239871- סמהר לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,ז,1,רגיל,38,1,38,100%,19,50%,19,50%
246041- אהבת ישראל,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שירה יזדי,סיון דוד,ז,1,רגיל,27,1,25,93%,25,93%,25,93%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,1,רגיל,31,1,31,100%,29,94%,29,94%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,2,רגיל,31,1,31,100%,27,87%,26,84%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,3,מיוחד,12,1,12,100%,10,83%,10,83%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,3,רגיל,24,1,24,100%,24,100%,24,100%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,1,רגיל,22,1,22,100%,22,100%,22,100%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,2,רגיל,21,1,21,100%,21,100%,21,100%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,4,מיוחד,9,1,1,11%,0,0%,0,0%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,4,רגיל,27,1,27,100%,24,89%,24,89%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,1,רגיל,20,1,20,100%,14,70%,14,70%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,2,רגיל,20,1,20,100%,11,55%,11,55%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,3,מיוחד,10,1,1,10%,0,0%,0,0%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,6,רגיל,37,1,37,100%,37,100%,37,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,5,רגיל,35,1,35,100%,35,100%,35,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,4,רגיל,36,1,35,97%,35,97%,35,97%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,1,רגיל,29,1,29,100%,28,97%,28,97%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,3,רגיל,30,1,30,100%,28,93%,26,87%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,7,רגיל,29,1,29,100%,27,93%,27,93%
346494- תיכון יד ביד,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דניאל עמוס דה שליט,ז,2,רגיל,28,1,18,64%,11,39%,11,39%
346494- תיכון יד ביד,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דניאל עמוס דה שליט,ז,1,רגיל,24,1,7,29%,5,21%,5,21%
347757- סאדברי ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,אסנת עוזיאל,שחר יצחק גרוסמן,ז,1,רגיל,8,1,1,13%,1,13%,1,13%
353458- יסודי שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מופיד אבו גוש,ז,2,רגיל,16,1,16,100%,16,100%,16,100%
353458- יסודי שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מופיד אבו גוש,ז,1,רגיל,29,1,1,3%,0,0%,0,0%
353599- אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,עמיחי רוזנפלד,ז,1,רגיל,23,1,23,100%,14,61%,14,61%
353599- אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,עמיחי רוזנפלד,ז,2,רגיל,28,1,20,71%,17,61%,17,61%
362046- רנסנס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אסמת גחלב,ז,2,רגיל,20,1,14,70%,12,60%,8,40%
362046- רנסנס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אסמת גחלב,ז,1,רגיל,29,1,14,48%,14,48%,11,38%
"368084- בי""ס ע""י אלאספניול",ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,סאלי רפידי,ז,1,רגיל,18,1,1,6%,1,6%,1,6%
417832- חן נריה,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,רוחמה ווגל,ז,2,רגיל,32,1,32,100%,32,100%,32,100%
417832- חן נריה,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,רוחמה ווגל,ז,1,רגיל,30,1,30,100%,30,100%,30,100%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,5,רגיל,32,1,32,100%,0,0%,0,0%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,1,רגיל,30,1,29,97%,0,0%,0,0%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,7,מיוחד,7,1,4,57%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,5,רגיל,24,1,23,96%,23,96%,23,96%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,1,רגיל,23,1,22,96%,16,70%,16,70%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,3,רגיל,26,1,26,100%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,4,רגיל,26,1,25,96%,0,0%,0,0%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,2,רגיל,29,1,29,100%,26,90%,26,90%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,3,רגיל,32,1,31,97%,26,81%,25,78%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,4,רגיל,29,1,29,100%,19,66%,19,66%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,1,רגיל,30,1,30,100%,18,60%,18,60%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,1,רגיל,27,1,27,100%,20,74%,20,74%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,3,רגיל,24,1,24,100%,14,58%,10,42%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,2,רגיל,27,1,27,100%,9,33%,8,30%
442855- הרטמן בנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,ז,1,רגיל,30,1,30,100%,25,83%,18,60%
442855- הרטמן בנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,ז,3,רגיל,30,1,29,97%,24,80%,24,80%
442855- הרטמן בנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,ז,2,רגיל,29,1,29,100%,19,66%,17,59%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,4,רגיל,32,1,32,100%,24,75%,24,75%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,1,רגיל,37,1,35,95%,26,70%,25,68%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,2,רגיל,34,1,32,94%,20,59%,19,56%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,3,מיוחד,14,1,14,100%,0,0%,0,0%
460667- אולפנת אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ורדית כהנא,ז,1,רגיל,33,1,33,100%,30,91%,30,91%
460667- אולפנת אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ורדית כהנא,ז,2,רגיל,32,1,32,100%,25,78%,19,59%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,1,רגיל,31,1,31,100%,31,100%,31,100%
477901- מקיף בית חנינה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ליאנא האשם,ז,2,רגיל,36,1,36,100%,1,3%,0,0%
511550- אום טובה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מחמד אבו טיר,ז,1,רגיל,34,1,32,94%,32,94%,32,94%
511550- אום טובה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,מחמד אזברגה,מחמד אבו טיר,ז,2,רגיל,32,1,30,94%,30,94%,30,94%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,4,רגיל,24,1,24,100%,24,100%,24,100%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,1,רגיל,22,1,22,100%,22,100%,22,100%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,3,רגיל,25,1,25,100%,24,96%,23,92%
512459- הניסויי כפר אדומים,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,נועם שכטר,ז,2,רגיל,24,1,2,8%,1,4%,1,4%
512509- קדם,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,אהרון פרידלנדר,ז,2,רגיל,10,1,9,90%,8,80%,8,80%
512509- קדם,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,אהרון פרידלנדר,ז,1,רגיל,32,1,26,81%,24,75%,22,69%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,6,רגיל,36,1,36,100%,33,92%,33,92%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,5,רגיל,32,1,32,100%,29,91%,29,91%
"540500- ע""ש יצחק נבון מודיעין",מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,ענבל לוי,ז,4,רגיל,32,1,28,88%,26,81%,26,81%
611871- מבוא חורון בנות,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,אורה קראוז,ז,1,רגיל,20,1,6,30%,3,15%,1,5%
611871- מבוא חורון בנות,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יוסף יעקב שינובר,אורה קראוז,ז,2,רגיל,20,1,5,25%,1,5%,1,5%
615948- ישיבת מקור חיים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,ז,2,רגיל,34,1,34,100%,31,91%,31,91%
615948- ישיבת מקור חיים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,ז,3,רגיל,32,1,32,100%,24,75%,24,75%
615948- ישיבת מקור חיים,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יהונתן גוטמן,ז,1,רגיל,34,1,28,82%,20,59%,20,59%
616151- נווה השחר,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,טליה נחמה שקד,ז,51,רגיל,31,1,27,87%,27,87%,27,87%
616151- נווה השחר,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,טליה נחמה שקד,ז,52,רגיל,33,1,28,85%,28,85%,28,85%
616508- אלסופרא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,ז,3,רגיל,28,1,28,100%,28,100%,28,100%
616508- אלסופרא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,ז,2,רגיל,30,1,30,100%,29,97%,29,97%
616508- אלסופרא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,רובא חשים אבו דייה,ז,1,רגיל,28,1,27,96%,26,93%,26,93%
616961- ארתיקאא לשפות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מלכה טרביה עזאם,ז,1,רגיל,20,1,19,95%,19,95%,19,95%
616961- ארתיקאא לשפות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,מלכה טרביה עזאם,ז,2,רגיל,16,1,14,88%,14,88%,14,88%
617019- אשבאל אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,מחמד הרבוק,ז,2,רגיל,23,1,20,87%,20,87%,20,87%
617019- אשבאל אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,מחמד הרבוק,ז,1,רגיל,26,1,23,88%,22,85%,22,85%
634840- חיואר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מנאל דראושה,ז,2,רגיל,24,1,24,100%,24,100%,24,100%
634840- חיואר,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מנאל דראושה,ז,1,רגיל,25,1,23,92%,23,92%,23,92%
634857- אלפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,אקרם אבראהים,ז,2,רגיל,24,1,23,96%,23,96%,23,96%
634857- אלפא,ירושלים,ממלכתי,העיר ירושלים,ערבי,נור ח'טיב,אקרם אבראהים,ז,1,רגיל,23,1,18,78%,17,74%,17,74%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,4,רגיל,23,1,23,100%,23,100%,23,100%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,3,רגיל,22,1,4,18%,4,18%,4,18%
641407- אלמתנבי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עאסם חסונה,ז,1,רגיל,18,1,1,6%,1,6%,1,6%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,1,רגיל,29,1,29,100%,28,97%,28,97%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,4,רגיל,30,1,30,100%,28,93%,28,93%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,2,רגיל,29,1,29,100%,25,86%,24,83%
641415- רוואד אלקודס,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,נארימן אלתאג'י,ז,3,רגיל,25,1,25,100%,17,68%,17,68%
641464- אבדאע לאומניות.,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,ז,3,רגיל,15,1,15,100%,14,93%,14,93%
641464- אבדאע לאומניות.,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,ז,2,רגיל,25,1,22,88%,22,88%,21,84%
641464- אבדאע לאומניות.,ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,מלחם בדר,ז,1,רגיל,28,1,26,93%,24,86%,24,86%
"641480- אולפנת בנ""ע שילה",מטה בנימין,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,הדר ברינדל אטון,ז,4,רגיל,33,1,33,100%,31,94%,31,94%
